Date,LLOY.L,BARC.L,VOD.L,RIO.L,NG.L,BATS.L,GSK.L,Relx,BP.L,SGE.L,SMIN.L,ASC.L,DOM.L,LAND.L,TSCO.L
01/03/2012,-0.038070847,-0.02802639,0.016829355,-0.02349767,-0.017147432,-0.00834114,0.010357657,0.008174238,-0.050845991,-0.013751363,-0.033088229,-0.029411765,-0.013626905,0.070370204,0.043973383
01/04/2012,-0.077220625,-0.072262955,-0.009872351,-0.003917676,0.055511452,0.031262337,0.02040834,-0.081081129,-0.037942022,-0.043783568,0.028710396,-0.170594837,0.018304679,0.01681404,-0.038333031
01/05/2012,-0.181554282,-0.192210633,0.014662817,-0.190094616,-0.023290719,-0.031813737,0.009122952,-0.033530439,-0.112583984,-0.103460068,-0.06542065,0.181326116,0.094424924,-0.025429807,-0.016008658
01/06/2012,0.225374297,-0.072189525,0.036127425,0.085970994,0.079442449,0.05983325,0.01841651,0.070083833,0.081922019,0.095757685,0.015000163,0.016609393,0.069646927,0.041607961,0.024789394
01/07/2012,-0.023954996,0.031624551,0.090106551,-0.024014655,-0.01924527,0.04812582,0.014858338,0.051808192,0.007346569,0.036783435,0.051231377,0.02084507,-0.004859512,0.080475348,0.025963497
01/08/2012,0.097347765,0.09077383,-0.006024009,-0.071609925,0.03169811,-0.028255863,-0.029622,0.097583919,0.038348577,0.030260907,-0.020618424,0.009933775,0.050781664,0.001265736,0.058157831
01/09/2012,0.165715974,0.178997763,-0.031680827,0.070228509,-0.000731511,-0.025011558,0.013187678,0.0132149,6.72E-05,0.058068747,-0.007655554,0.200546448,-0.000121779,-0.037294568,-0.013666167
01/10/2012,0.04493947,0.058878121,-0.042673687,0.076083203,0.034407011,-0.03459671,-0.028721632,0.023648566,0.015578698,-0.008615118,0.018322185,0.026399636,-0.048022816,0.065762728,-0.036596394
01/11/2012,0.145902998,0.081318738,-0.042199317,-0.003543311,-0.002123162,0.066623397,-0.037504423,0.060231208,-0.026393197,0.002896537,0.063339194,0.098004435,0.001978052,0.004974677,0.031603369
01/12/2012,0.030540698,0.071082538,-0.006374885,0.135122075,0.017863329,-0.046732195,0.013827195,-0.000778262,-0.003213528,-0.05551976,0.087671089,0.086833603,-0.017966386,0.006807043,0.033528189
01/01/2013,0.07815946,0.147104253,0.114276432,0.013811846,-0.016358272,0.051906616,0.082771873,0.070093289,0.098752187,0.096499875,0.030227034,-0.037160907,0.034378716,-0.003879105,0.060416721
01/02/2013,0.054394014,0.019933023,-0.038058894,-0.005337082,0.05495294,0.046146841,0.007263995,0.032023253,-0.045099077,0.05361046,0.027709711,0.057120803,0.043731772,0.033001071,0.037327978
01/03/2013,-0.106113387,-0.041303942,0.127151569,-0.12877716,0.048663286,0.026932855,0.072540869,0.101551604,0.045498631,0.027918519,-0.003172035,0.221978824,0.121973721,-0.000602455,0.032332294
01/04/2013,0.115834875,-0.017516735,0.051446941,-0.036908158,0.071241982,0.037681775,0.079297993,-0.037131841,0.014133652,-0.015174018,0.004331734,-0.043919928,0.095251005,0.063233087,-0.040361589
01/05/2013,0.143198942,0.120258471,-0.021661312,-0.021240032,-0.042709132,0.015984072,0.031918235,-0.015292423,0.015115718,0.081778168,0.103200099,0.2240625,0.086789463,0.068689415,0.025889772
01/06/2013,0.016905585,-0.128017473,-0.02135996,-0.060903159,-0.049075707,-0.070521766,-0.02763433,0.032109925,-0.026449911,-0.104964196,-0.051486536,0.03267807,-0.052296583,-0.053026262,-0.093172729
01/07/2013,0.084072154,0.033938056,0.122509217,0.101379042,0.090658561,0.041128543,0.021844237,0.136546038,-0.001536981,0.080759748,0.058868605,0.170828183,-0.148397117,0.082610864,0.108328139
01/08/2013,0.059588141,-0.01580385,0.044303851,-0.014213207,-0.055944244,-0.071591698,-0.022862198,-0.067726754,-0.018370099,-0.018259321,-0.074368311,0.002956081,-0.008756667,-0.069547075,-0.002041943
01/09/2013,0.014197005,0.017931284,0.047272913,0.055316913,-0.01616124,0.020080646,-0.043313596,0.060790258,-0.01688906,-0.041557799,0.091263412,0.082315789,0.044782046,0.040770014,-0.020597364
01/10/2013,0.053683085,-0.00715629,0.039351913,0.044657664,0.073921701,0.048680045,0.055216868,0.049219715,0.114523307,0.022134766,0.02573264,0.102898269,0.003424908,0.084710342,0.01448467
01/11/2013,-0.001677012,0.030728426,0.010244791,0.032773891,-0.012109622,-0.050931486,-0.015211339,0.011441725,-0.001450375,0.033521126,-0.022350735,0.02292769,-0.062286908,-0.035913323,-0.03218871
01/12/2013,0.01912171,0.004955861,0.07369334,0.045378009,0.01677434,-0.007052966,0.007363292,0.016968438,0.024731242,0.158725477,0.077147032,0.055862069,-0.066423733,0.011017927,-0.039085763
01/01/2014,0.056034675,0.002022573,-0.044092555,-0.048687593,0.020626194,-0.099443959,-0.029475185,-0.013348269,-0.020592245,0.011394771,-0.028378418,0.022534291,0.030214217,0.076672172,-0.041872422
01/02/2014,-0.009243823,-0.074862283,0.054152005,0.058270471,0.057667992,0.114540218,0.068733608,0.032130748,0.055230086,0.057310572,-0.048678609,0.111465985,0.057710584,0.055394325,0.027626075
01/03/2014,-0.095480488,-0.061607726,-0.11526106,-0.027676688,-0.014979052,0.026307758,-0.034728133,0.000546177,-0.03720125,-0.014373789,-0.070175506,-0.255028736,-0.013416737,-0.059852977,-0.102673155
01/04/2014,0.009511125,0.080548464,0.016568362,-0.014678689,0.022506093,0.05525808,0.025447575,-0.04803496,0.040000283,0.019851753,0.060021238,-0.175699132,-0.051889658,0.047618676,-0.008293846
01/05/2014,0.033174064,-0.020618586,-0.064523305,-0.051945851,0.058893453,0.05370189,-0.018994953,0.113226463,0.007611819,-0.038930578,-0.010486599,0.059195133,0.094358303,0.00564973,0.071987345
01/06/2014,-0.046365364,-0.135074352,-0.069212508,0.016846329,-0.056179871,-0.034022777,-0.011639147,-0.011566672,0.035662625,-0.053104785,-0.018168346,-0.34614535,-0.068444862,-0.029962689,-0.063745674
01/07/2014,0,0.060620359,0.05358135,0.091201406,0.05145172,0.001437542,-0.081521912,0.015425439,-0.060011762,-0.039052419,-0.016961962,-0.153378378,0.043893471,0.014614951,-0.092188775
01/08/2014,0.027205515,-0.0055382,0.043664619,-0.052623704,0.050847601,0.02024112,0.026453073,0.029334581,-0.004855275,0.066648785,0.032156713,0.130486832,0.082266735,0.037392179,-0.108720907
01/09/2014,0.007866821,0.017953485,-0.011366307,-0.041113625,-0.012235836,-0.006950348,-0.028945011,0.013054836,-0.046770679,-0.071882366,-0.039513672,-0.205788916,-0.026783426,-0.039741293,-0.190258649
01/10/2014,0.003382119,0.058694164,0.014187985,-0.019792395,0.042792866,0.018667294,0.003184427,0.039473666,-0.009813657,0.033661987,-0.078322892,0.180444444,0.118838125,0.073402479,-0.067669264
01/11/2014,0.041747633,0.018064611,0.128557573,0.007067487,0.004319499,0.069777389,0.04761951,0.08373911,-0.06414264,0.077839565,0.016789377,-0.080195783,0.093627042,0.073170889,0.081256371
01/12/2014,-0.05637827,-0.002540323,-0.033073716,0.002506003,0.002558401,-0.077612591,-0.060976406,-0.01168016,-0.007515345,0.143944886,-0.050993765,0.054441261,0.010791295,-0.026094622,0.013676583
01/01/2015,-0.027301464,-0.038398458,0.053222483,-0.024999932,0.01895225,0.072000153,0.06613391,0.050909268,0.032725344,0.031135914,0.026411563,0.066381988,-0.040569349,0.108507452,0.189153283
01/02/2015,0.071186489,0.097159898,-0.043070398,0.091282059,-0.052271428,0.007995708,0.050783589,-0.032872128,0.055601448,0.008954708,0.024844716,0.178012377,0.071958593,-0.014128351,0.091879982
01/03/2015,-0.009113751,-0.055663464,-0.017602444,-0.131579091,-0.024701036,-0.077604227,0.017971276,0.036672311,-0.010527982,-0.020453865,-0.032034675,0.12144623,0.073356529,-0.002388752,-0.014466298
01/04/2015,-0.011497495,0.06655942,0.045815309,0.067858365,0.016537423,0.057846544,-0.020374748,-0.066436309,0.076482813,0.041354024,0.035254514,0.035822541,0.031350912,0.003352854,-0.086210419
01/05/2015,0.145090373,0.057579236,0.107568974,-0.010051905,0.062571184,0.003618745,-0.040277516,0.020579034,-0.041161653,0.169753246,0.04716143,-0.019420059,0.007599917,0.051241109,-0.038008957
01/06/2015,-0.02882541,-0.031301752,-0.09986314,-0.084733797,-0.125053792,-0.05283589,-0.078051098,-0.046083161,-0.054847658,-0.09105595,-0.058381729,0.052360282,-0.023255601,-0.083015707,-0.000235431
01/07/2015,-0.023932647,0.109212838,0.086112943,-0.048776026,0.077060263,0.113030573,0.055576537,0.080193362,-0.058788421,0.016585596,0,-0.123485434,0.155083648,0.08522846,0.014819989
01/08/2015,-0.069951903,-0.09517198,-0.062642006,-0.039613894,0.008205143,-0.08471455,-0.03975621,-0.065295235,-0.088380517,-0.010556716,0,-0.119411765,-0.035654714,-0.035438624,-0.112888215
01/09/2015,-0.019515586,-0.062846287,-0.08050308,-0.048878268,0.068364241,0.061478825,-0.042759079,0.090451987,-0.057891602,-0.031231852,-0.109831864,-0.076820307,0.036314153,0.005590716,-0.042592013
01/10/2015,-0.019026203,-0.049764451,0.027824595,0.06719471,0.006420678,0.059429056,0.109794471,0.026501638,0.156886263,0.091309628,-0.042785986,0.179811867,0.228603243,0.070533444,0.000545979
01/11/2015,-0.010443655,-0.037931042,0.046674585,-0.06359982,0.001081363,0.002202338,-0.035231361,0.03098141,-0.002976113,0.076146696,0.104391095,0.027292242,-0.036663527,-0.080657034,-0.087834484
01/12/2015,0.0015078,-0.015026017,0.001968096,-0.103690263,0.028954943,-0.025077553,0.027118966,-0.000834918,-0.065699537,0.028985661,-0.090512952,0.030149254,0.000951349,-0.043866734,-0.105861381
01/01/2016,-0.104146616,-0.150296906,0.013122041,-0.134124845,0.051519884,0.033413039,0.048069908,0.027569025,0.062429776,0.028997263,0.004257506,-0.100260794,-0.064163615,-0.063528619,0.15986676
01/02/2016,0.106018851,-0.075000023,-0.018758247,0.110851846,-0.022621321,0.007312901,-0.027449844,0.009755934,-0.06554135,-0.039452336,0.06200307,-0.053784219,0.063484259,-0.078538641,0.040368928
01/03/2016,-0.060497293,-0.128160464,0.006827504,0.069396155,0.024598003,0.04190584,0.023304228,0.041868059,0.017925429,0.070533216,0.073852262,0.10619469,-0.037249216,0.09117906,0.063193042
01/04/2016,-0.013966496,0.167630217,-0.009041674,0.176425434,-0.012560992,0.046138904,0.033285912,-0.064915112,0.067399523,-0.058823694,0.042364554,0.108,-0.07827509,0.036308703,-0.102711315
01/05/2016,0.081748367,0.063556692,0.053148014,-0.155618377,0.033032658,0.006714702,-0.009595411,0.052260322,-0.044146988,0.035473049,0.01263542,-0.029158567,0.148612111,0.030035463,-0.040674061
01/06/2016,-0.249375277,-0.240131632,-0.01386204,0.180952351,0.0883811,0.153644502,0.124870568,0.100800013,0.250305151,0.06152452,0.027629237,0.140446224,-0.055071229,-0.108919438,0.059358296
01/07/2016,-0.016833041,0.115079641,0.043444012,0.073016688,0.01679746,-0.003820128,0.052041065,0.042877846,-0.025790096,0.103795442,0.095403079,0.129922247,0.19440282,0.062370032,-0.1080618
01/08/2016,0.116650951,0.114525868,0.00130675,-0.065204066,-0.033702951,-0.020623753,-0.029028489,0.006968848,0.002459698,0.017543713,0.061757972,0.00554939,-0.09599395,0,0.066346079
01/09/2016,-0.066578013,-0.019847077,-0.035240311,0.134189397,0.043478108,0.054319606,0.013787778,0.019891921,0.071155265,0.017931193,0.091722319,0.070419426,0.050487812,-0.032906785,0.099789283
01/10/2016,0.049679261,0.134088304,0.013754114,0.102932383,-0.024724948,-0.048377424,-0.014911753,-0.001367074,0.074888932,-0.022357943,-0.031420768,0.08414106,-0.089424406,-0.047911886,0.151953992
01/11/2016,0.010653108,0.134787118,-0.137455563,0.053002505,-0.142535294,-0.063519152,-0.07599612,-0.058863906,-0.050134477,-0.088703996,0.014776258,-0.039946738,0.029109026,-0.029029151,-0.009726698
01/12/2016,0.080179706,0.034730338,0.051923752,0.056354549,0.059297425,0.051894962,0.056967117,0.053818381,0.128693781,-0.003802122,0.003543598,-0.016445413,0.030857089,0.098968989,-0.008864734
01/01/2017,0.038713872,-0.017901023,-0.027520575,0.105271361,-0.025115607,0.060153578,-0.021766844,-0.017943578,-0.072115324,-0.064122286,0.060028262,0.060838034,0.004157536,-0.05885834,-0.059221414
01/02/2017,0.05760038,0.032125613,0.03884738,-0.055571498,0.053681237,0.036840641,0.078533943,0.057624819,-0.040816528,0.053833682,-0.003997106,0.031522978,0.059895211,0.072434435,-0.031860156
01/03/2017,-0.034221524,-0.006180859,0.030708334,0.001370377,0.036828463,0.043307167,0.021182745,0.039202734,0.027134638,-0.009512125,0.082942909,0.112849779,-0.19583344,-0.00656642,-0.014862077
01/04/2017,0.043425668,-0.048918561,-0.04348874,-0.045957261,-0.013320115,0.0068964,-0.065983768,0.001278703,-0.032892646,0.062648747,0.012971051,-0.037220844,0.085313355,0.053325647,-0.01266183
01/05/2017,0.027934867,-0.010600624,0.163024492,0.01322654,-0.001291118,0.060402728,0.099032232,0.079321244,0.054689329,0.0753729,-0.01435742,0.10257732,-0.040847073,-0.03254955,0.002455552
01/06/2017,-0.06289837,-0.034523879,-0.059395338,0.044963904,-0.057204913,-0.05352628,-0.028559466,-0.001803984,-0.034958021,-0.037838914,-0.003743006,-0.104098488,-0.072870932,-0.053271018,-0.081110363
01/07/2017,-0.008616912,0.001232961,0.060984072,0.085749399,0.011250558,-0.099445857,-0.073983591,-0.004819316,0.006775127,-0.020348914,-0.038822808,0.005044356,-0.093569106,0.019420996,0.031990529
01/08/2017,-0.026837315,-0.058620604,-0.002702705,0.0643466,0.040456652,0.024928322,0.012545331,0.023607942,-0.001458267,0.027448013,0.006514669,-0.0192108,0.015014918,-0.010773814,0.038461746
01/09/2017,0.077367756,0.016644067,-0.056910501,-0.051083267,-0.051400503,-0.02169862,-0.016962984,-0.025045622,0.089940327,0.008664279,0.020711956,0.05082054,0.163612365,-0.097308122,0.034549236
01/10/2017,0.008268062,-0.038272523,0.03256713,0.02173917,-0.020116555,0.042594592,-0.088008006,0.058643854,0.068929486,0.067287129,-0.003804717,-0.043324937,0.082204852,0.003138266,-0.030723886
01/11/2017,-0.033533411,0.040602311,0.040352468,-0.013245111,-0.023178942,-0.037364236,-0.057458384,-0.002885045,-0.041356305,0.038899907,-0.037848672,0.063717746,-0.03068203,-0.033126398,0.075480229
01/12/2017,0.031212111,0.049612408,0.067490345,0.125803169,0.006302274,0.070164453,0.048224343,0.00636554,0.084094164,0.030342242,0.004720118,0.108085809,0.062384819,0.090782081,0.07833036
01/01/2018,0.021304626,-0.015558933,-0.044255218,-0.00507344,-0.080448085,-0.031218189,-0.001588138,-0.104082535,-0.041323815,-0.061152927,0.072818764,0.107073716,-0.02314168,-0.006150813,-0.001194625
01/02/2018,-0.010214171,0.067820269,-0.092831812,0.001019754,-0.080154004,-0.108632107,-0.009996881,-0.041720401,-0.051786113,-0.075547106,-0.000625556,0.002421308,-0.034349757,-0.074665569,0.008612709
01/03/2018,-0.060174362,-0.032786697,-0.046772861,-0.080234262,0.083761202,-0.038296166,0.085245547,-0.018754181,0.024088765,-0.063725379,-0.052582274,-0.066022544,0.013492687,0.010895215,-0.023245115
01/04/2018,0,0.01312255,0.089486167,0.130026135,0.050610723,-0.01960528,0.04835006,0.061092246,0.122587092,-0.006257871,0.055500623,-0.160057471,0.117168753,0.066114553,0.145701908
01/05/2018,0.008138032,-0.048299197,-0.093478217,0.074505755,-0.011272052,-0.032508118,0.042835604,0.082405057,0.071189702,0.042821135,0.112449497,0.132740335,0.04596749,-0.059490014,0.041542945
01/06/2018,-0.002531266,-0.041776584,-0.041705807,-0.009198132,0.042404905,-0.010080187,0.016872694,-0.018154227,0.016700726,-0.042860248,-0.035501334,-0.078526125,-0.087105322,0.029367494,0.053313079
01/07/2018,-0.010626413,0.026243581,0.060928502,-0.001071122,-0.02993791,0.111204963,0.033860659,0.024653331,-0.008645862,-0.010499432,-0.049469994,-0.005244182,-0.0908041,0.000451474,0.014024166
01/08/2018,-0.049374808,-0.094143292,-0.115591463,-0.128082961,-0.00405763,-0.114139465,-0.01340441,0.028571424,-0.045351494,-0.042765318,-0.001548808,0.007248764,-0.07736215,-0.02789558,-0.053015717
01/09/2018,0.017498448,-0.009488211,0,0.087030264,-0.022962846,-0.036813164,-0.003383255,-0.047845287,0.091751666,-0.015115706,-0.071982671,-0.057572784,-0.025972432,-0.036115577,-0.027180716
01/10/2018,-0.034587434,0.00419127,-0.101398244,-0.019716558,0.047763448,-0.053285077,-0.016658056,-0.040841728,-0.037332245,-0.071623521,-0.065530003,-0.05310656,0.013958537,-0.022022067,-0.110508892
01/11/2018,-0.032506234,-0.055767957,0.142876467,-0.064282889,0.004462102,-0.178396145,0.073054582,0.05322581,-0.083377422,0.067964759,0.017762435,-0.09127566,-0.092128377,-0.046882348,-0.066630029
01/12/2018,-0.063403288,-0.075884165,-0.066351766,0.048047195,-0.064860756,-0.090909071,-0.069014024,-0.009800867,-0.031977603,0.034399638,-0.018351967,-0.540742235,-0.093701388,0.002114326,-0.037711792
01/01/2019,0.116682892,0.05089036,-0.093655945,0.122654216,0.079822066,0.096033195,-0.009388435,0.043303405,0.048694247,0.040904653,0.059017503,0.449275362,0.135993031,0.0755843,0.173592876
01/02/2019,0.097409288,0.037805035,-0.031029087,0.035462647,0.027508475,0.026609551,0.013674502,0.025200092,0.027494911,0.055910455,-0.009691793,-0.031515152,-0.117824788,0.039759518,0.012998615
01/03/2019,-0.022033289,-0.034611721,0.041108222,0.028828417,0.003420167,0.157875506,0.082195263,-0.050607332,0.05997812,0.078674214,0.003145641,0.001251564,0.035958969,0.015340139,0.026991224
01/04/2019,0.006919778,0.062063686,0.015736701,0.043676299,-0.017277893,-0.048709407,-0.014654382,0.071581025,0.000895281,0.034512326,0.06097573,0.2253125,0.13147928,0.023238624,0.07626042
01/05/2019,-0.053650595,-0.090942278,-0.088591461,0.016013308,-0.05178801,-0.076922907,-0.029490161,0.047470056,-0.033810443,0.029776503,-0.044889816,-0.122672788,-0.121121571,-0.102275256,-0.093675086
01/06/2019,-0.011700982,0.003080288,-0.00077266,0.075829436,0.096244286,-0.003985766,0.045430405,0.054162698,0.031188263,0.082604511,0.08642844,-0.25872093,0.182475641,0.005551803,0.018459666
01/07/2019,-0.057607367,0.028571367,0.197974133,-0.037393692,0.010169935,0.093603261,0.07991891,0.02304277,-0.005285886,-0.102691947,0.049201208,0.021960784,-0.11007207,-0.030912327,-0.014998121
01/08/2019,-0.065629072,-0.113447557,0.034381761,-0.116751889,0.016818663,-0.024390297,0.005285841,0.006654786,-0.08337927,-0.026944556,0.016747875,-0.086722947,-0.030719441,-0.026124133,-0.018360789
01/09/2019,0.110856927,0.123877201,0.043545466,0.026530309,0.027256916,0.044270848,0.031096259,-0.010400229,0.04849837,-0.013131566,-0.059598646,0.040336134,0.062969192,0.104462541,0.099452491
01/10/2019,0.049519692,0.115691413,-0.028394942,-0.046329366,0.021997872,-0.101579346,0.013756716,-0.038551106,-0.051376609,0.041076198,0.027706992,0.425686591,0.141602712,0.114291752,-0.024066425
01/11/2019,0.07658453,0.022288464,-0.02566733,0.046711401,-0.012870295,0.152687333,-0.008255064,0.008073232,-0.018598009,0.047235254,0.050162129,-0.093201133,0.083595613,0.019574594,-0.013154356
01/12/2019,0.02207682,0.047219375,-0.015420445,0.071760297,0.080782025,0.056045894,0.025454505,0.017351779,-0.002729965,-0.006367772,0.015653307,0.053733208,0.033570171,0.045762494,0.112467298
01/01/2020,-0.091359999,-0.064796328,0.017307199,-0.093049189,0.065127592,0.055299269,0.002810664,0.05641575,-0.031594486,-0.014152101,0.001481807,-0.088941595,-0.02419748,-0.052525295,-0.0325237
01/02/2020,-0.116041546,-0.114642861,-0.100067097,-0.116552329,-0.022867349,-0.08786281,-0.124327471,-0.072280192,-0.132581698,-0.076652208,-0.092630971,-0.024731533,-0.052654537,-0.110234651,-0.074523952
01/03/2020,-0.362549812,-0.343549445,-0.158975828,0.030626291,-0.036833482,-0.099102261,-0.016995908,-0.072556956,-0.115944842,-0.119427292,-0.200260876,-0.601267935,-0.040540407,-0.332854046,0.001312903
01/04/2020,0.00750009,0.125278932,-0.007610681,0.037730034,-0.01352213,0.139788132,0.096659026,0.037240316,-0.090354682,0.081446529,0.011827034,1.00334728,0.23634812,0.207098213,0.027534933
01/05/2020,0.00230616,0.088196297,0.18619592,0.170579446,-0.008352906,0.035383566,0.006502177,0.061764334,-0.023474797,0.079687441,0.053204384,0.251461988,0.044741348,-0.084894287,-0.028924041
01/06/2020,0.04368929,-0.007115555,-0.031273588,0.054718304,0.068250459,-0.026649861,-0.010261215,-0.001868203,0.032191185,-0.019217626,0.08075009,0.142523364,-0.137374924,-0.087157499,0.027620514
01/07/2020,-0.156856485,-0.121132645,-0.072584826,0.014508551,-0.089769468,-0.186825628,-0.065257233,-0.13636364,-0.104329507,0.085739839,-0.040368294,-0.018989191,0.02707937,0.042676258,-0.048224519
01/08/2020,0.078562038,0.113365208,-0.035652372,0.004333764,-0.032278971,0.020781913,-0.037782861,0.062775329,-0.039796518,0.015355054,0.034686367,0.461882073,0.052730625,0.002601442,0.007369688
01/09/2020,-0.070370478,-0.128170842,-0.078607409,0.029280965,0.055265661,0.096742496,-0.001818755,0.013803216,-0.136398635,-0.026735091,-0.019258213,0.049093502,0.106237342,-0.096177056,-0.028349271
01/10/2020,0.063365678,0.091691437,0.003116484,-0.064117709,0.032816309,-0.118632004,-0.110330618,-0.115005803,-0.126998176,-0.11820199,-0.033090881,-0.14407767,-0.092054875,-0.025263102,-0.032941362
01/11/2020,0.271007967,0.262762707,0.200776769,0.109478988,-0.076822602,0.099040802,0.060535599,0.144026194,0.25966416,-0.048143507,0.126349345,0.051724138,-0.035002982,0.291183946,0.120815685
01/12/2020,0.023020685,0.090071367,-0.022153914,0.131568013,0.039001718,0.025951893,-0.007552488,0.025751054,0.04854601,-0.038016488,0.031185823,0.031708369,-0.011882383,0.042666382,0.01938312
01/01/2021,-0.094401653,-0.089582775,0.069031541,0.021755085,-0.017340992,-0.000261666,0.011177192,0.01115764,0.065541557,0.013401995,-0.05716184,-0.064603805,0.041772193,-0.087711382,0.034572069
01/02/2021,0.181818182,0.195147616,-0.022588895,0.106995832,-0.051294176,-0.064722564,-0.122475914,-0.066206917,0.074585701,-0.033556667,0.032076128,0.251676352,-0.069866363,0.081828467,-0.258672555
01/03/2021,0.090640985,0.172033619,0.080806535,-0.102957819,0.071428572,0.116073355,0.101473655,0.074741458,0.023687816,0.097028266,0.050204891,-0.011785714,0.133246251,0.04694688,0.222277201
01/04/2021,0.068179164,-0.056045618,0.037306491,0.106215139,0.053935132,-0.014527643,0.040062039,0.033260112,0.028338842,0.041122736,0.057235812,-0.056740152,0.102593632,0.04448636,-0.034301938
01/05/2021,0.112520191,0.043304906,-0.0621344,-0.001974967,0.031407968,0.011558428,0.003433823,-0.004294602,0.010395947,0.029153589,-0.039701874,-0.065708812,-0.020146824,-0.024417331,0.010180988
01/06/2021,-0.064141073,-0.065428749,-0.054247972,-0.018964404,-0.019591201,0.032067865,0.070829878,0.043501889,0.04103974,0.051481553,0.026137455,0.017018659,0.064074452,-0.039533581,0.024965715
01/07/2021,-0.022595854,0.019752202,-0.00837289,0.025550548,0.038346767,-0.042678578,-0.001127217,0.101615388,-0.081904699,0.025431041,-0.021698094,-0.23266129,0.077714798,0.064277278,0.045077378
01/08/2021,-0.040758101,0.059598835,0.049750327,-0.117849535,0.018612728,0.037917805,0.031175004,0.032166619,0.026798011,0.057867843,-0.072645436,0.031791908,-0.017669511,-0.000845443,0.095064346
01/09/2021,0.079133382,0.036534908,-0.071006847,-0.066663216,-0.06023589,-0.045804288,-0.027839456,-0.009522273,0.160703807,-0.043923536,-0.001039864,-0.235548765,-0.029934461,-0.007273732,-0.007250624
01/10/2021,0.078376659,0.066719376,-0.04642539,-0.071842882,0.057427175,-0.002432561,0.074807641,0.054494644,0.029092086,0.001691105,-0.059333784,-0.173217855,-0.023220625,-0.01434723,0.065534885
01/11/2021,-0.068100397,-0.08914709,0.012032473,0.011292621,0.076117089,-0.006479481,0.01087097,0.032243816,-0.070673895,0.085818815,0.083210367,-0.052780016,-0.072351421,0.058224186,0.037708271
01/12/2021,0.021367522,0.015090647,0.067491213,0.060711188,0.052851225,0.080434737,0.066506053,0.027813436,0.027644466,0.104690264,0.095353675,0.017014037,0.277994396,0.080229094,0.047515787
01/01/2022,0.067991633,0.054652412,0.158204184,0.059893704,0.036395128,0.180022922,0.022656557,-0.054954205,0.158245047,-0.154585912,-0.018360241,-0.074445839,-0.157367009,0.017774327,0.024491225
,,,,,,,,,,,,,,,
Average,0.000150662,0.005515394,0.007553567,0.013901915,0.008952629,0.012626172,0.004908085,0.008948532,0.004924071,0.009558708,0.006467466,0.036781892,0.022530366,0.00596111,0.005012007